SYMBOL	len
RBAK-RBAKDN	30310
PROSER3	16013
RPL6P17	6884
RBAK	26627
PHYH	27667
CHCHD4	18493
PHYH	30269
PPIP5K1	57130
CLDN6	11059
AP3M2	21120
KAT6A	126929
BTN3A2	16161
DCAF11	11607
DCAF11	11703
CARD11	143425
FST	9480
BTN3A2	13550
OR51E2	23382
OR51E1	14506
RPL32	11169
MOCS2	19778
RPL32	12336
FLYWCH2	19150
KRT18P17	6978
ZNF182	34826
SCNN1A	32994
DNAJB1	19359
PCK2	9403
C2orf88	65719
ZSCAN29	17576
RHOG	19126
RHOG	16585
UBE2G1	103116
ENSG00000215464	6488
H2BC4	6159
PGAP2	31515
GPAT4	49801
PLEKHG6	20572
PGAP2	21080
CFP	12348
PGAP2	31419
NRL	6620
NRL	19953
PPARG	124828
NRL	10218
NUP98	91708
NUP98	91701
PPARG	149976
EIF3B	28863
PPARG	149460
CPNE6	10263
MCF2L	5193
HFE	10087
MCF2L	28175
PPARG	148268
MCF2L	134239
KRT18P29	6966
PEPD	140511
ITGA4	84554
ATP2A3	46244
MCF2L	11424
ENSG00000213959	6263
RALGAPB	108959
ATP2A3	46264
RALGAPB	109043
ATP2A3	44769
NUDT1	11886
NUDT1	11884
NUDT1	9669
UPF2	128847
P3H1	26449
API5P2	7197
HRH1	13858
ENSG00000213963	114879
SLC17A3	35087
NUDT19	24971
NFE2L2	40119
NFE2L2	39536
CEBPZOS	20237
CCNF	32407
ART5	9180
ART5	9180
TM2D2	11404
DHRS4L2	20590
MAPK9	47972
DHRS4	18390
DHRS4	18230
SLC17A4	20577
ATP2B2	187213
TMEM267	45313
RAPGEF4	320048
ZNF91	41743
RNPS1	20432
RAPGEF4	234318
GPER1	8697
FGFR1	63203
GPER1	10008
ENSG00000213972	7251
GPR146	6976
ZNF678	14470
C7orf50	146941
C7orf50	146970
FGFR1	50269
FGFR1	59902
SEC13	25810
C1QTNF6	13819
CARS1	62391
GOLGA2P5	22947
FGFR1	60872
SEC13	25811
JPH4	16447
DYNC1I2	65689
AP1G2	13924
ZNF676	23562
TEAD4	83754
MLST8	6656
ZNF208	50548
PRKAA1	44685
LRRC57	16664
BLCAP	11358
TULP3	53223
BLCAP	7150
BLCAP	14607
BLCAP	16015
SNAP23	22631
ITIH5	101293
ITIH5	113396
NCF4	20029
SMU1	40609
MANBAL	29990
MANBAL	22915
MANBAL	30597
NGDN	12120
ZNF682	40537
CAPN3	55816
ZNF682	40787
DDHD2	34251
SFMBT2	258110
SPATA22	37427
CRELD1	13594
APTX	34691
PRKCQ	158858
RGN	17870
MYH2	34167
ENSG00000228107	4410
PAFAH1B1	94961
WNT5B	20981
CAPN3	12927
EGFLAM	64001
ERC1	505268
CAPN3	10510
NOSTRIN	65334
NOSTRIN	65323
EGFLAM	22016
PCNAP3	6477
FOXRED2	22243
FOXRED2	25550
MPST	9784
CEBPZOS	9169
CMTM5	5735
RPL32P23	6104
AGAP3	60959
IL25	6594
IL15RA	30939
IL15RA	30171
IL15RA	32568
RBM39P1	4589
IL15RA	29932
ARPC4-TTLL3	45287
ARPC4	17019
INS	7125
ENSG00000232807	17330
NINJ2	51742
SLC22A17	12298
FBH1	50391
INS-IGF2	20283
PLA2G4F	23302
MYO9B	114638
APOL4	12988
PABPN1	7706
APOL1	17392
NOXO1	7843
REPIN1	8254
ACTR3B	98161
ERMN	14774
AAR2	37459
APOL3	31547
PLAA	49570
APOL3	26299
MRPL23	28449
SLC6A12	26228
MRPL23	40190
MRPL23	12268
JMJD7	12489
ARPC3P3	6248
TNNT3	18625
RBFOX2	71746
TNNT3	18617
JARID2	276185
ELAVL2	141836
CLDN7	8776
RPS2P55	6582
RBPMS	190715
GALNT9	15356
MB	16265
CACNB4	140881
MB	16444
MYCL	12189
DDX51	13425
NADK2	54499
ACIN1	18685
MEIOB	43890
NEB	254837
SMIM7P1	5927
SIRT5	43922
HAGH	23438
BCOR	51857
HAGH	24896
HMBOX1	165866
CDH24	16176
CAPSL	40037
CAPSL	40184
CAV3	15890
RBM39	13056
DUSP8	23920
MRPS34	6939
C14orf93	28677
C14orf93	28705
C14orf93	28737
NXNP1	6750
LMCD1	69318
ARF4P3	6208
AJUBA	11108
OGFOD2	8462
ENSG00000232176	6411
LARGE1	653667
TSPAN4	27292
TSPAN4	27259
TSPAN4	25670
TSPAN4	26035
TSPAN4	27175
AKAP8L	44638
TSPAN4	27005
CRAMP1	68548
ROMO1	4459
ESCO2	23300
CD151	8879
CD151	8882
NFS1	36066
FBXO7	26572
PRMT5	14527
PRMT5	14576
CPNE1	44509
CPNE1	44556
BPIFC	16815
BPIFC	56337
CFAP251	56477
EEF1E1-BLOC1S5	92504
BLOC1S5	56522
CNTN4	167140
CNTN4	822124
LYPD1	32619
UNKL	20384
RFPL3	9276
GPR18	9340
GATD1	15949
GPR18	9340
CPSF1P1	6729
POTEKP	39395
BAIAP3	18795
CHL1	213081
YWHAH	16081
PPM1F	33655
MRPL52	8150
PISD	17917
PTK2B	150908
MRPL52	7434
TMEM80	11313
SSR1	31328
TMEM80	11486
UBE2I	20381
UBE2I	20533
STK24	132652
PSIP1	45343
EIF4ENIF1	55072
CEP250	17408
EIF4ENIF1	55920
CEP250	66682
SLC7A7	48308
SLC7A7	52243
SLC7A7	48278
TPSD1	5472
CCDC9B	15187
SMCO1	14167
WEE2	25918
CDHR5	14072
CCDC40	66971
MAGEB1	7894
MAGEB1	11323
UQCC1	73564
NANOS3	6501
UQCC1	96450
BICDL1	107625
KDM7A	97937
LDHAP4	6697
IRF7	8873
IRF7	8852
MYCBP	16555
BMF	24255
NFIB	232197
NFIB	232679
NFIB	237993
RASSF7	6056
RASSF7	6055
CDYL	182140
SNRPEP2	5978
HRAS	7833
ENSG00000214125	6381
HRAS	8797
MBNL2	175686
TMEM213	8796
RNH1	18438
PTPRD	422189
FAM98B	36583
PTPRD	425402
RNH1	18008
RNH1	17985
PTPRD	425399
UGGT2	74190
FBXL16	19001
TMEM209	46393
JMJD6	13855
PRMT2	17219
MANEAL	10250
SIGIRR	17309
RPL7P60	6753
PRMT2	32301
PRMT2	32336
TEN1	24346
MORC2	49344
ENSG00000214144	4940
LINC02026	51987
ENAHP1	4208
PAX8	68614
S100B	9312
TCTN1	38015
TCTN1	38301
NFIX	103593
METTL26	7613
METTL26	7464
METTL26	7572
HOOK2	18249
CPSF4L	18259
ALG3	12361
CHMP7	21362
C21orf58	23703
C21orf58	28423
C21orf58	28445
C21orf58	26095
YBEY	14106
YBEY	14367
YBEY	14339
YBEY	14409
SLC12A6	110501
ENSG00000284948	22203
SLC12A6	109285
MCM3AP	56864
MAP1LC3A	4627
SEPTIN10	76867
AMZ2P1	13239
SEPTIN10	76641
NME4	7021
LSS	46028
ZNF709	29332
FTCD	24488
FTCD	24500
PDCD1LG2	63751
FTCD	25005
ST7-OT4	8918
MET	129181
ZBTB44	93628
RNF152P1	6303
ENSG00000290812	11452
UBE2V1P2	6139
PDLIM2	18168
PDLIM2	18115
RAB2B	23639
COL6A2	34689
SMIM30	7536
PGBD4	9603
RGS11	13337
ASCC2	55334
TPM3P2	6713
PPP3CC	102920
EI24P2	4075
HNRNPA1P41	6932
SLC66A2	54933
LUC7L	43490
LUC7L	46192
MED13	128373
COL18A1-AS1	11024
NF2	93812
NFATC1	136379
TRPM1	106360
COL8A2	35683
CBFA2T2	90666
ROBO3	19039
POLR3D	12365
CEP83	157869
BMP1	14802
MPG	11832
CTAGE14P	8102
C19orf38	24375
SH3KBP1	359323
SLX9	39944
CHRFAM7A	38121
AGO3	54570
TCP10L3	17989
IQCJ	197428
PLEKHG7	8704
IRX2-DT	6111
ARHGEF12	156524
NDRG2	14494
ITGB2	18609
NDRG2	14775
ITGB2	48620
NDRG2	14032
ITGB2	30573
NDRG2	14022
ITGB2	40602
ITGB2	31207
NDRG2	14712
MBP	125690
C17orf67	47707
MBP	124605
ENSG00000226798	7237
MBP	43925
MBP	43910
MBP	42454
THOC5	51187
THOC5	51187
THOC5	51108
MBP	43903
SHFL	9390
PUM3	45643
PTTG1IP	16226
PTTG1IP	29824
CRMP1	73435
SUMO3	15397
SUMO3	18134
CRACDL	148079
CHMP1A	18973
ZNF846	19081
TTC28	707526
NAV3	385116
MUC16	138198
KRTAP10-9	4285
PRKRIP1	33303
CYB5A	44235
TREH	27097
TRPM2	92023
NETO1	37360
TRPM2	91670
STK32A	155829
EWSR1	35253
NPM2	15762
SOCS6	44154
ADGB	219490
CFAP410	15202
NSG1	35802
ZMYND11	121005
RNASE1	7316
CDH7	142325
RNASE1	7088
RPS3AP33	6362
STARP1	6798
INTS10	37651
MAP2K7	13601
PHACTR2	80431
MAP2K7	13635
MAP2K7	13574
SERPINB8	22293
SERPINB8	19534
ANG	8419
ZFHX3	282513
RNASE4	18510
ENSG00000289724	23316
FRS2	25000
DIPK2B	58203
SLC35E3	38292
ALG9	90717
RNASE11	9889
RNASE11	10038
NIPA2	32029
NIPA2	33717
EPHB1	468207
GRIP1	337242
SERPINB7	32952
PIP4P1	9307
TM9SF4	60542
NPS	7231
ZCWPW1	33526
APEX1	5541
TMBIM4	37864
POU2AF3	12377
CMIP	68180
TANGO2	47854
SCML2	13137
ALDOAP2	6775
GRK4	80119
GRK4	80189
FGL1	36711
KICS2	36916
FGL1	51685
AGPAT3	40743
PNPP1	6563
AGPAT3	105129
AGPAT3	64528
PMS2P5	6719
NOP14	30920
CTDSP2	32502
MBLAC1	4528
SCML1	20539
PDXK	22767
DUSP15	14631
DUSP15	14913
SLC7A2	34784
ENSG00000272822	59562
NHS	103685
CXADRP1	4094
MGLL	139909
TPST2	45322
BCL2	202482
INTS6	97342
SLC9B1P2	54338
PDPR	45759
ADD1	55627
ADD1	89216
ADD1	57180
RELCH	123555
HP	9445
CRYAA	5363
CRYAA	5693
TMEM123	62133
RDH16	11877
HPS4	38601
RGPD2	75536
KHSRP	17146
HDDC2	32317
TAC4	15408
TXLNG	61085
CBS	28340
CCNB1IP1	27342
CCNB1IP1	23648
CBS	28344
ENSG00000274276	28344
CCNB1IP1	23710
PAFAH1B1P1	6636
HM13	58101
VAC14-AS1	21207
EFCAB9	12282
APOF	7989
RGPD1	101851
ADAM22	250766
ADAM22	271746
WDR4	36013
ADAM22	271469
TBC1D32	260686
PYM1	31398
CD200R1L	35941
CRYBB2	15230
PDE9A	124696
PDE9A	124730
SELENOS	12333
PDE9A	124730
PDE9A	124730
PDE9A	124730
PDE9A	124730
CHTF8	18035
PDE9A	124730
NSF	169795
TOMM40P2	6748
LONRF1	39320
GSK3A	17403
PLPP4	137838
ZFP90	30378
RPS3AP26	6483
NSD2	59629
TGOLN2	15924
KANSL1-AS1	6157
CRHR1	54283
TRIM77	10573
GNAT3	59129
GGT5	31099
LDHAP7	6664
SOCS6P1	8111
DLG2	207576
DLG2	1474277
NPM1P10	6923
FNDC3A	102280
CABIN1	170210
ACBD4	11494
FILIP1L	222086
ARPIN-AP3S2	84274
INF2	18188
TCF4	413791
SLC37A1	84808
DDT	8771
RSPH1	29189
GEMIN8	26920
SLC2A11	31664
RCN1P2	6614
GPM6B	169778
UBASH3A	46326
SMARCE1P6	4527
CAMK2A	72774
GOLGA2P2Y	10564
MPP3	38035
STXBP4	78981
CGGBP1	10997
MPP3	37143
TMPRSS3	19915
MBD2	27667
VGLL3	58876
CST1	9237
TMPRSS3	29753
CST3	10516
CST3	16939
OR7E162P	6728
SMAD4	58431
CCT7	21696
NAPB	52700
PPME1	86381
ABCG1	44160
MRO	30586
ABCG1	81104
SPINK13	20461
SKA1	20207
SMAGP	30547
SPINK5	63968
HIGD1C	19584
ABCG1	100555
TMPRSS12	47958
MEG3	6773
MEG3	31052
SPAG11B	18639
VPREB3	7366
NOTO	12939
KRT42P	19572
KRTAP4-1	6511
LARP4	82119
LAT2	19527
KRTAP2-2	6432
MRPL48	79699
FGFRL1	19912
PAX1	13323
KRT40	14953
MBD1	14191
PRPS2	34680
PLEKHB1	19641
MBD1	15731
PLEKHB1	18210
MBD1	14668
ZBTB21	27429
ZBTB21	29226
MEIS1	138936
CHD9	174448
ZBTB21	27450
DPYSL3	68848
SLC26A1	11447
MEG3	37867
CSNK1D	39401
SLC26A1	20003
STK32A	152553
KRT18P33	4042
MSL3	20170
RAB1A	47930
KRTAP5-11	6720
KRTAP5-10	4172
MSL1	17946
KRTAP5-8	4184
KRTAP5-7	4402
ADGRB2	35090
FRMD4B	223006
ADGRB2	42923
WDPCP	321876
CFAP53	45002
ADGRB2	42505
PRDM15	86819
ENSG00000214546	5900
ADGRB2	38006
TMF1	38206
ARHGEF10	48341
ARHGEF10	135522
CYLD	57762
USP34	289324
LCP1	91128
ZC3H11C	8098
RBBP4P5	4265
TMPRSS2	49212
GAPDHP15	6674
PCDHGA11	94924
RBBP4P4	6988
PCDHGB7	98298
HMOX2	17043
MX1	35973
CEACAM5	23760
MX1	41699
NAA20	19265
GSTP1	5914
PCDHGA8	123342
GSTP1	5841
PCDHGA10	102988
ZNF596	17883
PGGT1BP2	6727
PCDHA12	140039
C2orf73	33697
SFTPA1	7504
SLC38A1	91680
PCDHA11	146390
KDM2A	141396
FAM3B	37611
FAM3B	43617
FAM3B	43617
ADAM24P	5100
PUS10	13045
EIPR1	194605
HMGCLL1	150512
TP53TG3D	5642
DOT1L	71645
THAP12P1	8379
GXYLT1	68729
TP53TG3	8335
CRCP	40670
LOXHD1	47513
POLR3DP1	4175
NDUFB5P2	6265
RBM4	10770
KRBOX5	44655
LOXHD1	47805
ZSWIM8	19173
SHARPIN	10836
ENSG00000214641	6088
B3GALT5	34201
DEFB113	6648
VCX3A	7073
ZNF876P	39191
UBE2D2	70095
PTCHD4	217616
ENSG00000227728	19254
PRAME	17141
PRAME	17339
ATP5F1A	23748
GET1	19658
WNT8A	10425
PARP3	9504
ARSFP1	11412
SLC29A4P1	11688
EPSTI1	109371
MICU1	161525
ENSG00000214669	6125
PLEC	35284
CAPN11	28581
LINC02271	13305
ANKRD49P4	6498
IQCF6	6323
C10orf105	31814
CDH23	23174
TOP3B	31419
TNFSF11	36861
ARHGEF33	59082
SLC25A45	13154
HSDL2	95325
KDM4A-AS1	14073
HSDL2	95297
GYG2	56888
CDH23	338789
GRB10	120938
GRB10	147990
CCDC33	102815
MAPK1	104340
DYNC2LI1	24119
PPIL2	34895
ENSG00000214708	7609
YPEL3	9595
YPEL3	9599
SEC24A	82124
SAC3D1	6858
ENSG00000214719	60815
LRRC37BP1	10622
CDIPTOSP	7214
AEBP2	85565
ATL3	52989
RPL5P35	7053
PIK3C3	135576
YDJC	7568
TOMM6	5201
MROH6	12280
TOMM6	5236
USP19	17963
USP19	18466
ERG	210573
RPL28P1	6113
GOT2P6	4274
DAAM2	114854
ERG	124115
ERG	124115
ERG	287367
ERG	210618
ERG	283076
SEPTIN7P2	34725
KCNJ15	32398
KCNJ15	32240
KCNJ15	32402
KCNJ15	53366
HSCB	18460
EIF3CL	29962
NAA15	92780
DSCR4	175614
MGARP	19760
DYRK1A	94579
ENSG00000214773	8662
RCC1	36253
DYRK1A	140827
CRK	41234
COL13A1	160238
TMEM216	9100
MS4A4E	22666
KSR1	157428
ENSG00000214788	30267
MED18	9909
VPS26C	47688
VPS26C	47752
SPTLC3	163131
ENSG00000214797	20857
GIN1	39838
BTBD3	38792
TTC3	28808
PLCXD1	30031
TTC3	124516
RPRD1A	83435
ARL8BP2	6572
SLC24A1	33111
SEPTIN7	109173
SEPTIN7	77436
CCRL2	5264
IMPDH1P3	4548
CDRT15L2	4187
EI24P3	6761
CTNND1	60738
MPV17	13081
MKKS	32438
ZNF24	17929
SYBU	75193
LCMT1	69486
ZNF271P	23484
C4orf3	13726
HLA-DQB1	12897
RAD51AP2	13561
HLA-DQB1	12885
ENSG00000197665	7030
HLA-DQB1	14616
ENSG00000197665	8866
ENSG00000228157	4333
ENSG00000228157	6169
PIGP	13496
SEC24B	108883
PIGP	13226
PIGP	13337
DTNA	131768
HLCS	220981
DTNA	301486
ENSG00000256452	7381
KRT16P1	5749
COL25A1	484467
COL25A1	484191
COL25A1	499633
THAP7	8119
EVPLL	14869
CLDN14	25201
CLDN14	87679
CLDN14	25169
ALKBH5	29126
CLDN14	11520
DCDC2C	147433
NPIPB2	20372
SRSF9P1	6229
MICB	16038
DOP1B	132739
ENSG00000251176	16967
MYT1L	547951
STOX1	68436
AIFM3	19195
STOX1	68436
AIFM3	19252
RPL5P31	6334
STOX1	70891
FGR	19648
CCDC178	112603
DRC3	37891
ENSG00000290882	8084
DRC3	47027
CBR1	5498
LINC00243	23493
PPP1R18	16527
RUFY2	35772
SETD4	41403
SETD4	22327
SETD4	22247
SETD4	22378
KRT17P1	10620
SETD4	31685
SETD4	31420
GAREM1	212662
CX3CR1	22240
MYO5A	227469
MDGA2	841213
MYO5A	227297
RUNX1	101097
ENSG00000214919	7284
SLC4A1	25444
HLA-F-AS1	28148
MYBPC3	26996
APOB	25492
KRT8P6	6906
JMJD1C	304452
RCAN1	103059
CCDC144A	90640
ZSWIM7	28844
KCNE1	67698
GPR33	10864
KCNE1	71220
KCNE1	18614
SMIM11	16644
SMIM11	16549
TMEM26	52439
SMIM11	30277
RBM12B	18562
FERMT2	97230
CTNS	16690
CRPPA	335830
MRPS6	72452
DGKB	702101
NT5DC1P2	4371
HECTD1	113376
CEP152	78536
NOMO3	65283
ITSN1	101804
WASHC2A	58380
ENSG00000272736	157730
RPL7AP18	6918
ITSN1	198998
ZDHHC13	62270
ITSN1	199002
ITSN1	197618
ITSN1	197795
VDAC2P1	6657
CLASP2	227811
GSG1L2	27171
STARD13	108536
ITSN1	249125
CDH2	91204
OTOG	102777
SDR39U1	8710
N4BP2L2	112096
OTOG	101785
RNF222	12825
GLB1	105926
ABCC1	196497
RABGGTA	11761
ABCC1	196437
CCNB2P1	6849
ENSG00000214999	5083
RPL23AP59	4015
DNAJA1P3	6893
ACSM4	27647
TINF2	8720
COL28A1	183698
PHB2	11071
TNRC18	41664
TRAPPC13	44206
GMPR2	9313
OSBPL1A	46363
CRYZL1	7676
OSBPL1A	115887
DAZL	24331
PTPN6	17739
BMS1P4-AGAP5	61871
ANKRD28	198235
USP47	120257
GNL3LP1	7342
NEURL4	19407
NOP2	17115
FDPSP5	7095
VENTXP2	6180
CABYR	25582
HMGB1	9052
HMGB1	10035
CABYR	25538
CABYR	25104
GLULP6	6612
MAP3K1	83603
DLG4	36140
DLG4	35646
LAMA3	267964
PLA2G4E	75308
UFD1	34251
TNRC18	122456
DUSP8P1	4760
CELSR1P1	11665
BRDT	68020
NPM1P46	6891
ZNF35	13136
C22orf39	12525
MROH2B	79022
C22orf39	12506
ENSG00000215097	7459
OPRPN	15255
MGRN1	69104
TERF1P4	6814
CHMP1B2P	68862
RADIL	92361
TTC3P1	11780
CACNA1C	640730
CACNA1C	640730
CACNA1C	640730
UBXN2B	43140
CDIP1	10070
SCIMP	30410
CACNA1C	640730
ZNF195	26919
CACNA1C	647963
ZNF594	10561
CACNA1C	640730
SRL	58406
PAN3	159302
CACNA1C	641833
CACNA1C	640730
CACNA1C	640730
CACNA1C	642172
TSSK2	4314
CACNA1C	640730
CACNA1C	640730
CACNA1C	647963
CACNA1C	640730
CACNA1C	640730
PPDPFL	6746
MAD1L1	422880
CACNA1C	647963
KNL1	73093
KRTAP5-5	4155
PRSS41	9834
KRTAP5-4	6880
KRTAP5-3	6598
ABCD1P4	6193
PAICS	28223
POLR1D	4498
POLR1D	48636
ENSG00000291228	30158
ANKRD18A	54932
LINC00269	33367
ENSG00000248583	8328
RBBP8	95662
RBBP8	95645
STMN1	11735
IGLV8OR8-1	6153
TRO	13615
RPS12P16	6106
CDK8P1	6300
CIMIP2B	7747
PEX26	30406
MSRB1	9876
TRPV1	32783
TRPV1	36087
BASP1-AS1	92719
YWHAZP6	6437
BID	46014
MACO1	72347
BID	44831
GRXCR1	140945
SPATA31F2P	11898
ENHO	7647
BCL2L13	76512
MRAP	23477
KDM5A	114963
ADAM5	105787
RETREG1	41645
RBMXL1	19201
ATP6V1E1	42278
ATP6V1E1	42040
ROCK1	170607
SCAF4	66742
IFITM3	6884
CFAP90	26455
SLC25A18	30431
ENSG00000288681	9864
UBE2QL1	50864
IFITM2	4291
WDR19	106281
CCDC157	13461
ADA2	46345
ITPA	17345
ADA2	48385
LDLRAD4	436968
HIC1	7587
CELF2	172328
HDHD5	27376
LINC02649	61295
LINC02982	15828
TMEM121B	10768
SEL1L3	121255
KCNU1	154751
KRTAP13-2	6581
ENSG00000215263	6376
SEH1L	42520
CLDN8	7791
PTPRA	168188
RNF212B	17992
GRIK1	394749
GRIK1	392360
RNF212B	91089
GRIK1	408441
GRIK1	408789
RUNX3	71199
BACH1	49732
RBM23	24116
MAP3K7CL	47065
MAP3K7CL	47376
MAP3K7CL	48243
CHMP5P1	6354
FAM234A	34275
KIAA2026	95160
MAP3K7CL	101256
MAP3K7CL	101256
CEP19	10887
MAP3K7CL	98337
SPATA13	36216
NPRL3	58411
DDX3X	19112
WASIR1	7914
WHAMMP4	16910
USP16	32859
USP16	32820
BIN3	29729
MAGEB16	7944
MAGEB16	8393
MAGEB16	8430
MAGEB16	8393
MAGEB16	8393
ENSG00000215310	4229
VAPA	49005
MAGEB17	6751
MAGEB17	6983
TJP1	127096
THUMPD1P1	7618
RPGRIP1	74218
SKA3	28652
EIF5P1	6930
ANKRD12	149196
HNF1A	22732
NDUFV2	33263
CYYR1	100905
PTPRM	654883
KRT18P13	4812
PTPRM	635718
GJB6	16032
GJB6	16064
SIRPA	48727
TRMT9B	59338
CYP51A1P3	5070
GABPA	40488
DEFB130A	13054
GABRA5	85081
ZNF705D	29178
ATP5PF	16866
ATP5PF	16859
ATP5PF	16893
ATP5PF	16124
SNRPN	125031
ATP5PF	24224
SNRPN	157935
TPTE2	119562
L3MBTL4	391224
L3MBTL4	418677
MRPL3P1	6732
EPB41L3	157234
TUBA3C	13752
C1QBPP1	6469
ZNF705B	29076
HSPD1P8	4977
SMARCE1	26076
SPAG11A	5560
CHODL	353033
CHODL	369110
CHODL	353033
CHODL	353033
FKBP1A	29776
ZBTB14	11037
DLGAP1	348859
DLGAP1	355027
DLGAP1	383942
DLGAP1	383993
PCGF3	31695
DEFB108C	7386
DLGAP1	383948
ZNF705G	35741
MYL5	10486
CXADR	55485
CXADR	55806
TGIF1	7632
CXADR	83449
MYL12B	18671
KDM1A	67221
USP25	153082
CSMD1	2062302
GABRB3	87601
EPHB2	213535
ARGLU1	32164
NRIP1	109399
NRIP1	109465
TPTEP2-CSNK1E	112304
LIPI	107691
CSNK2A1	65665
LL22NC01-81G9.3	5924
CSNK2A1	70931
RFPL2	18739
DEPDC5	64972
RBCK1	5459
RBCK1	5421
DEPDC5	156040
DEPDC5	155876
COLEC12	189664
CDC42	43296
USP14	55814
C20orf96	25615
ATP13A4	22606
DIP2A	113809
PEX12P1	4047
SFI1	125052
SFI1	125010
DIPK1C	27916
INPP5J	14702
SELENOM	8491
USP48	110597
PCBP3	48412
LINC02408	50044
PCBP3	95493
PCBP3	95493
PCBP3	97291
OR7E104P	6162
PCBP3	301760
DIAPH3	502882
DIAPH3	502882
DIAPH3	504045
MACC1	88429
PIGN	148189
KREMEN1	76785
NEDD4L	360313
CTAGE12P	8063
SGSM1	124367
SGSM1	121818
LINC00205	12769
ENSG00000215450	6562
ATP7B	82281
KRTAP10-6	6937
ATP7B	82425
ENSG00000293461	50748
KRTAP10-5	6849
KRTAP10-4	4642
KRTAP10-1	6914
ICOSLG	20312
ICOSLG	19882
GGT1	28785
GGT1	28803
MAPK4	174739
AATBC	12509
SERPINE3	26193
DLEU7	137738
SKOR2	23760
SIAH3	80211
RCN1P1	6695
CES5AP1	23111
SMIM2	23807
EIF4G3	375543
UMODL1	83494
UMODL1	83036
CALM2P3	6148
MROH8	56450
NBEA	733467
ZNF74	17304
DSCAM	841859
PCDH11Y	689134
KIF17	59693
CABLES1	126183
ENSG00000293280	8487
AIMP2	17440
MORC3	59435
IFIT1P1	4448
TXNRD2	62736
TXNRD2	71981
PLA2G2A	9876
TXNRD2	71996
EFCAB8	105922
TXNRD2	71998
JAM2	78301
LINC00544	17583
NCAM2	547920
SLC66A1	19959
DEFB116	11073
DEFB115	4968
PPP4R1	73478
PPP4R1	73465
C21orf91	31839
C21orf91	32282
MICAL3	78207
CST13P	25872
SAMSN1	66813
SAMSN1	66787
RBM11	15215
ENSG00000290348	8487
TTTY5	7778
CECR2	201202
GAB4	51986
ZDHHC20	92432
TPTEP1	49919
GRK6P1	4710
ESRRAP1	6956
CLUL1	56300
C9orf152	14298
ENSG00000215586	6224
KANK1P1	6933
C20orf202	8622
RSPO4	47710
PAX7	107578
KLHDC7A	8044
HMX1	10491
WASH8P	23193
BTNL8	54539
ARHGDIA	9179
GCGR	12858
KIF22	17413
ZG16	7717
ENSG00000215692	6483
HSF1	26077
ENSG00000259848	11595
TMEM242	40194
RPL17P40	6717
WDR47	77472
MFFP1	6717
TMEM51	69675
KAZN	122878
KAZN	141355
CCNL2	19324
ENSG00000290689	36514
AFDN	147890
CRLF2	27859
TAF9BP2	4795
ENSG00000215765	76789
LRRC37A3	50439
CCRL2	4531
CCRL2	4641
CCR2	6439
FAM72D	19722
AGTRAP	17192
MASP2	26416
MASP2	8135
CFL1P6	6519
CENPS-CORT	25051
ENSG00000255118	6879
LZIC	18748
CTNNBIP1	65927
SLC2A7	29150
RERE	308128
RERE	470936
VAMP1	14116
PLEKHG5	24532
PLEKHG5	36002
FAAP20	16014
PRKCZ	114928
CCR6	30334
SCNN1D	13805
UBE2J2	24570
UBE2J2	24355
ENSG00000215795	7369
RFKP1	6127
ENSG00000215805	4458
LINC01139	11381
ENSG00000274879	5878
DNAH14	97622
TRAF3IP3	26623
CR1	148618
FCAMR	18358
RO60	34607
QRSL1P1	7239
ENSG00000215835	7668
ENSG00000293132	14218
ENSG00000215840	4014
ENSG00000215841	9072
OAZ3	7679
RPRD2	114916
H3P4	6115
ENSG00000290705	23937
LINC01356	36169
ENSG00000215871	6513
CCDC18	101244
FEN1P1	4144
SELENOF	56525
MARCKSL1P2	6675
MIER1	66629
MIER1	59427
LINC02337	49070
ZNF135	13516
SKINT1L	23131
MMACHC	16082
RSPO1	28504
KIAA1522	36140
EEF1A1P46	7041
NBPF17P	46125
SZRD1	33903
SZRD1	33920
TTC34	170407
MIR190B	5778
MIR873	5776
MIR892A	5774
MIR921	5755
MIR297	5765
MIR876	5780
MIR933	5776
MIR208B	5776
MIR450B	5777
MIR888	5776
MIR874	5777
MIR298	5787
MIR938	5782
MIR922	5780
MIR891A	5778
MIR891B	5778
MIR875	5775
MIR890	5776
MIR936	5797
MIR937	5785
MIR892B	5776
MIR943	5793
MIR939	5781
MIR885	5773
MIR513C	5783
MIR8485	5790
ZRANB3	339462
CTCF	79595
KIAA1671	130479
ICA1	128815
NFASC	105190
MMD2	58889
EVA1C	105712
CBX7	24560
UQCR10	5653
CLHC1	65446
AGR2	16013
RPL21P28	6182
MPST	13166
BMAL1	112483
HNRNPA3P1	6838
EFR3B	108758
DBIP1	5959
P2RX6	15028
CEACAM21	13678
RPA3	8751
TGIF1	49479
RASL10A	8459
RGL4	14034
TMEM177	5951
VPS53	187582
PPP1R26	8530
HMGA1	12358
OSBP2	145519
DPYSL5	101908
ALB	19914
LINC03010	17280
WDR62	53211
ALKAL2	13257
YAP1P1	4392
LBH	28607
KIF2A	82514
CHRFAM7A	37002
WIPI2	44328
CLDN15	12428
RAC2	9143
VIT	120556
GAREM2	19575
ENSG00000217289	4151
LRRC72	57743
KMT5B	53271
MEI1	102951
NUS1P4	6284
CD160	10973
XPO1	66207
ACTG1P18	6842
PEX13	4519
ENSG00000218418	11613
SUN1	45458
PPM1N	5361
